ID,順位2010,選手名2010,チーム2010,防御率2010,試合2010,勝利2010,敗北2010,セlブ2010,ホlルド2010,勝率2010,打者2010,投球回2010,被安打2010,被本塁打2010,与四球2010,与死球2010,奪三振2010,失点2010,自責点2010,WHIP2010,DIPS2010
54,300,藤原　紘通,楽天,11.93,4,1,3,0,0,0.25,78,14.1,30,6,6,1,8,25,19,2.51,8.91
324,301,巽　真悟,ソフトバンク,12.15,3,0,2,0,0,0.0,36,6.2,7,2,10,0,4,9,9,2.55,10.32
707,302,木塚　敦志,横浜,12.27,7,0,1,0,0,0.0,21,3.2,10,2,0,0,2,5,5,2.73,9.12
583,303,小嶋　達也,阪神,12.46,4,0,3,0,0,0.0,45,8.2,16,3,3,1,5,12,12,2.19,7.85
268,304,林　イー豪,巨人,12.60,2,0,0,0,0,0.0,28,5.0,8,0,4,1,4,7,7,2.40,4.52
686,305,佐藤　賢,ヤクルト,13.50,1,0,0,0,0,0.0,4,0.2,3,0,0,0,0,1,1,4.50,3.12
95,306,服部　泰卓,ロッテ,14.29,8,0,0,0,0,0.0,36,5.2,15,0,4,0,5,9,9,3.35,3.47
637,308,金剛　弘樹,中日,15.43,2,0,1,0,0,0.0,12,2.1,4,1,2,0,1,4,4,2.57,9.12
350,309,今村　猛,広島,15.75,2,0,1,0,0,0.0,26,4.0,7,1,6,1,0,8,7,3.25,11.62
636,310,相澤　寿聡,広島,16.20,3,0,1,0,0,0.0,21,3.1,10,1,2,0,3,7,6,3.60,7.02
756,311,大場　翔太,ソフトバンク,16.39,4,0,1,0,0,0.0,56,9.1,18,1,9,0,9,18,17,2.89,5.48
132,312,土屋　健二,日本ハム,16.88,3,0,0,0,0,0.0,33,5.1,12,3,5,1,3,10,10,3.19,12.68
174,313,グラマン,西武,17.36,7,0,0,0,0,0.0,31,4.2,15,2,4,0,2,10,9,4.07,10.41
135,314,久米　勇紀,ソフトバンク,18.00,4,0,0,0,0,0.0,20,3.0,4,0,7,0,1,6,6,3.67,9.45
98,314,岩尾　利弘,西武,18.00,2,0,0,0,0,0.0,13,2.0,6,0,2,0,0,4,4,4.00,6.12
49,314,山本　斉,ヤクルト,18.00,1,0,1,0,0,0.0,12,2.0,7,2,0,0,1,4,4,3.50,15.12
232,314,横山　龍之介,阪神,18.00,2,0,0,0,0,0.0,7,1.0,3,1,1,0,1,2,2,4.00,17.12
752,314,光原　逸裕,オリックス,18.00,1,0,0,0,0,0.0,5,1.0,2,2,0,0,0,2,2,2.00,29.12
215,319,山崎　正貴,オリックス,20.25,1,0,0,0,0,0.0,9,1.1,3,0,2,0,1,3,3,3.75,6.12
695,320,金村　曉,阪神,22.50,1,0,0,0,0,0.0,16,2.0,6,1,3,0,0,6,5,4.50,14.12
441,321,吉野　誠,オリックス,27.00,4,0,0,0,0,0.0,12,1.2,5,0,2,1,1,5,5,4.20,7.32
492,321,広池　浩司,広島,27.00,3,0,1,0,0,0.0,6,1.0,3,1,0,0,0,3,3,3.00,16.12
444,325,栂野　雅史,楽天,36.00,2,0,0,0,0,0.0,7,1.0,4,1,0,0,0,4,4,4.00,16.12
848,326,福盛　和男,楽天,45.00,2,0,2,0,0,0.0,10,1.0,6,1,1,0,1,5,5,7.00,17.12
142,326,高島　祥平,中日,45.00,1,0,0,0,0,0.0,10,1.0,3,0,4,0,1,5,5,7.00,13.12
