,順位2018,選手名2018,チーム2018,防御率2018,試合2018,勝利2018,敗北2018,セlブ2018,ホlルド2018,勝率2018,打者2018,投球回2018,被安打2018,被本塁打2018,与四球2018,与死球2018,奪三振2018,失点2018,自責点2018,WHIP2018,DIPS2018,順位2017,選手名2017,チーム2017,防御率2017,試合2017,勝利2017,敗北2017,セlブ2017,ホlルド2017,勝率2017,打者2017,投球回2017,被安打2017,被本塁打2017,与四球2017,与死球2017,奪三振2017,失点2017,自責点2017,WHIP2017,DIPS2017,順位2016,選手名2016,チーム2016,防御率2016,試合2016,勝利2016,敗北2016,セlブ2016,ホlルド2016,勝率2016,打者2016,投球回2016,被安打2016,被本塁打2016,与四球2016,与死球2016,奪三振2016,失点2016,自責点2016,WHIP2016,DIPS2016,順位2015,選手名2015,チーム2015,防御率2015,試合2015,勝利2015,敗北2015,セlブ2015,ホlルド2015,勝率2015,打者2015,投球回2015,被安打2015,被本塁打2015,与四球2015,与死球2015,奪三振2015,失点2015,自責点2015,WHIP2015,DIPS2015,順位2014,選手名2014,チーム2014,防御率2014,試合2014,勝利2014,敗北2014,セlブ2014,ホlルド2014,勝率2014,打者2014,投球回2014,被安打2014,被本塁打2014,与四球2014,与死球2014,奪三振2014,失点2014,自責点2014,WHIP2014,DIPS2014,順位2013,選手名2013,チーム2013,防御率2013,試合2013,勝利2013,敗北2013,セlブ2013,ホlルド2013,勝率2013,打者2013,投球回2013,被安打2013,被本塁打2013,与四球2013,与死球2013,奪三振2013,失点2013,自責点2013,WHIP2013,DIPS2013,順位2012,選手名2012,チーム2012,防御率2012,試合2012,勝利2012,敗北2012,セlブ2012,ホlルド2012,勝率2012,打者2012,投球回2012,被安打2012,被本塁打2012,与四球2012,与死球2012,奪三振2012,失点2012,自責点2012,WHIP2012,DIPS2012,順位2011,選手名2011,チーム2011,防御率2011,試合2011,勝利2011,敗北2011,セlブ2011,ホlルド2011,勝率2011,打者2011,投球回2011,被安打2011,被本塁打2011,与四球2011,与死球2011,奪三振2011,失点2011,自責点2011,WHIP2011,DIPS2011,順位2010,選手名2010,チーム2010,防御率2010,試合2010,勝利2010,敗北2010,セlブ2010,ホlルド2010,勝率2010,打者2010,投球回2010,被安打2010,被本塁打2010,与四球2010,与死球2010,奪三振2010,失点2010,自責点2010,WHIP2010,DIPS2010,順位2009,選手名2009,チーム2009,防御率2009,試合2009,勝利2009,敗北2009,セlブ2009,ホlルド2009,勝率2009,打者2009,投球回2009,被安打2009,被本塁打2009,与四球2009,与死球2009,奪三振2009,失点2009,自責点2009,WHIP2009,DIPS2009,登録名
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,弦本　悠希,広島,4.5,4.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,0.0,4.0,1.0,0.0,4.0,2.0,2.25,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,弦本　悠希
255,284.0,沼田　拓巳,ヤクルト,9.00,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.00,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沼田　拓巳
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,ブリガム,楽天,5.24,11.0,0.0,3.0,0.0,1.0,0.0,155.0,34.1,39.0,3.0,16.0,5.0,27.0,24.0,20.0,1.6,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ブリガム
257,23.0,大瀬良　大地,広島,2.21,22.0,15.0,5.0,0.0,0.0,0.75,575.0,146.2,109.0,18.0,30.0,2.0,128.0,46.0,36.0,0.95,3.60,131.0,大瀬良　大地,広島,3.65,24.0,10.0,2.0,0.0,0.0,0.833,617.0,145.2,143.0,12.0,43.0,1.0,109.0,68.0,59.0,1.28,3.60,124.0,大瀬良　大地,広島,3.32,17.0,3.0,1.0,0.0,4.0,0.75,87.0,21.2,15.0,2.0,6.0,1.0,24.0,8.0,8.0,0.97,3.07,111.0,大瀬良　大地,広島,3.13,51.0,3.0,8.0,2.0,20.0,0.273,475.0,109.1,111.0,5.0,31.0,1.0,97.0,53.0,38.0,1.30,2.82,162.0,大瀬良　大地,広島,4.05,26.0,10.0,8.0,0.0,0.0,0.556,648.0,151.0,165.0,20.0,40.0,3.0,116.0,80.0,68.0,1.36,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大瀬良　大地
258,,,,,,,,,,,,,,,,,,,,,,238.0,オスカル,広島,5.40,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.60,3.12,254.0,オスカル,広島,6.35,23.0,2.0,0.0,0.0,1.0,1.0,105.0,22.2,32.0,3.0,7.0,1.0,13.0,17.0,16.0,1.72,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オスカル
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,阿南　徹,巨人,5.40,4.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,7.0,1.0,3.0,0.0,4.0,3.0,3.0,2.00,5.92,58.0,阿南　徹,巨人,2.57,2.0,1.0,0.0,0.0,0.0,1.0,27.0,7.0,6.0,0.0,1.0,0.0,3.0,2.0,2.0,1.00,2.69,,,,,,,,,,,,,,,,,,,,,,185.0,阿南　徹,オリックス,4.0,5.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,8.0,1.0,1.0,0.0,8.0,4.0,4.0,1.0,3.12,287.0,阿南　徹,オリックス,10.43,17.0,0.0,0.0,0.0,2.0,0.0,75.0,14.2,23.0,2.0,9.0,2.0,10.0,17.0,17.0,2.18,5.78,,,,,,,,,,,,,,,,,,,,,,阿南　徹
260,47.0,浦野　博司,日本ハム,2.67,27.0,2.0,2.0,7.0,1.0,0.5,139.0,33.2,30.0,3.0,8.0,0.0,37.0,11.0,10.0,1.13,2.62,186.0,浦野　博司,日本ハム,4.36,7.0,3.0,3.0,0.0,0.0,0.5,147.0,33.0,42.0,4.0,10.0,0.0,17.0,18.0,16.0,1.58,4.57,,,,,,,,,,,,,,,,,,,,,,226.0,浦野　博司,日本ハム,4.81,12.0,3.0,3.0,0.0,0.0,0.5,195.0,43.0,51.0,5.0,19.0,0.0,33.0,26.0,23.0,1.63,4.42,129.0,浦野　博司,日本ハム,3.68,20.0,7.0,4.0,0.0,0.0,0.636,473.0,115.0,104.0,13.0,36.0,3.0,78.0,51.0,47.0,1.22,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浦野　博司
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,ユウキ,ヤクルト,0.00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00,-2.88,93.0,ユウキ,ヤクルト,3.40,19.0,5.0,6.0,0.0,0.0,0.455,435.0,100.2,104.0,8.0,36.0,7.0,77.0,41.0,38.0,1.39,3.85,ユウキ
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,中崎　雄太,西武,9.31,7.0,0.0,0.0,0.0,0.0,0.0,53.0,9.2,19.0,2.0,5.0,0.0,3.0,12.0,10.0,2.48,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中崎　雄太
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,大場　達也,ヤクルト,2.84,5.0,0.0,0.0,0.0,1.0,0.0,33.0,6.1,3.0,0.0,10.0,0.0,6.0,5.0,2.0,2.05,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大場　達也
264,125.0,秋山　拓巳,阪神,3.86,17.0,5.0,10.0,0.0,0.0,0.33299999999999996,437.0,105.0,111.0,8.0,18.0,4.0,89.0,46.0,45.0,1.23,3.04,84.0,秋山　拓巳,阪神,2.99,25.0,12.0,6.0,0.0,0.0,0.667,638.0,159.1,158.0,15.0,16.0,6.0,123.0,56.0,53.0,1.09,3.21,172.0,秋山　拓巳,阪神,4.05,8.0,1.0,1.0,0.0,0.0,0.5,85.0,20.0,23.0,1.0,2.0,0.0,20.0,9.0,9.0,1.25,2.07,206.0,秋山　拓巳,阪神,4.40,3.0,0.0,1.0,0.0,0.0,0.0,58.0,14.1,14.0,0.0,3.0,0.0,9.0,7.0,7.0,1.19,2.49,311.0,秋山　拓巳,阪神,20.25,3.0,0.0,1.0,0.0,0.0,0.0,42.0,6.2,18.0,3.0,4.0,0.0,5.0,16.0,15.0,3.30,9.27,155.0,秋山　拓巳,阪神,3.83,8.0,0.0,3.0,0.0,0.0,0.0,189.0,44.2,46.0,6.0,12.0,0.0,36.0,21.0,19.0,1.30,4.06,281.0,秋山　拓巳,阪神,9.00,2.0,1.0,1.0,0.0,0.0,0.5,39.0,8.0,15.0,3.0,2.0,0.0,6.0,8.0,8.0,2.13,6.87,250.0,秋山　拓巳,阪神,6.14,2.0,0.0,1.0,0.0,0.0,0.0,37.0,7.1,8.0,1.0,7.0,1.0,1.0,7.0,5.0,2.05,7.48,92.0,秋山　拓巳,阪神,3.35,7.0,4.0,3.0,0.0,0.0,0.5710000000000001,166.0,40.1,33.0,3.0,13.0,0.0,23.0,16.0,15.0,1.14,3.84,,,,,,,,,,,,,,,,,,,,,,秋山　拓巳
265,142.0,玉井　大翔,日本ハム,3.96,31.0,1.0,2.0,0.0,2.0,0.33299999999999996,163.0,38.2,31.0,4.0,12.0,6.0,31.0,18.0,17.0,1.11,4.18,57.0,玉井　大翔,日本ハム,2.59,24.0,1.0,2.0,0.0,1.0,0.33299999999999996,99.0,24.1,17.0,2.0,7.0,3.0,12.0,8.0,7.0,0.99,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,玉井　大翔
266,253.0,平田　真吾,DeNA,6.66,17.0,0.0,0.0,0.0,0.0,0.0,116.0,25.2,35.0,3.0,6.0,0.0,27.0,19.0,19.0,1.60,3.24,201.0,平田　真吾,DeNA,4.71,33.0,0.0,1.0,0.0,1.0,0.0,157.0,36.1,32.0,5.0,17.0,4.0,29.0,19.0,19.0,1.35,5.05,329.0,平田　真吾,DeNA,21.6,4.0,0.0,0.0,0.0,0.0,0.0,21.0,3.1,7.0,2.0,3.0,1.0,2.0,9.0,8.0,3.0,13.32,139.0,平田　真吾,DeNA,3.38,28.0,0.0,2.0,0.0,4.0,0.0,140.0,32.0,29.0,2.0,14.0,1.0,27.0,12.0,12.0,1.34,3.65,108.0,平田　真吾,DeNA,3.46,9.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,9.0,1.0,5.0,1.0,7.0,5.0,5.0,1.08,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平田　真吾
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,馬原　孝浩,オリックス,7.56,9.0,1.0,1.0,2.0,0.0,0.5,43.0,8.1,14.0,3.0,4.0,0.0,2.0,7.0,7.0,2.16,8.76,118.0,馬原　孝浩,オリックス,3.55,55.0,1.0,4.0,0.0,32.0,0.2,212.0,50.2,45.0,2.0,20.0,2.0,42.0,21.0,20.0,1.28,3.28,1.0,馬原　孝浩,オリックス,0.00,3.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.33,1.45,,,,,,,,,,,,,,,,,,,,,,135.0,馬原　孝浩,ソフトバンク,3.06,33.0,1.0,2.0,19.0,2.0,0.33299999999999996,133.0,32.1,29.0,2.0,8.0,0.0,33.0,11.0,11.0,1.14,2.53,19.0,馬原　孝浩,ソフトバンク,1.63,53.0,5.0,2.0,32.0,2.0,0.7140000000000001,246.0,60.2,54.0,1.0,12.0,1.0,49.0,12.0,11.0,1.09,2.36,40.0,馬原　孝浩,ソフトバンク,2.16,53.0,4.0,3.0,29.0,4.0,0.5710000000000001,253.0,58.1,58.0,5.0,19.0,2.0,67.0,21.0,14.0,1.32,3.02,馬原　孝浩
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,ドーマン,広島,17.28,9.0,0.0,0.0,0.0,0.0,0.0,47.0,8.1,14.0,1.0,7.0,3.0,4.0,16.0,16.0,2.52,7.32,ドーマン
269,1.0,青山　大紀,オリックス,0.00,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.2,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.40,7.92,271.0,青山　大紀,オリックス,6.75,1.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,4.0,1.0,5.0,0.0,2.0,3.0,3.0,2.25,9.12,261.0,青山　大紀,オリックス,6.75,1.0,0.0,1.0,0.0,0.0,0.0,18.0,4.0,4.0,1.0,2.0,0.0,5.0,4.0,3.0,1.5,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青山　大紀
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,金澤　健人,ソフトバンク,3.13,27.0,2.0,0.0,0.0,3.0,1.0,101.0,23.0,19.0,2.0,12.0,0.0,12.0,9.0,8.0,1.35,4.77,95.0,金澤　健人,ソフトバンク,2.44,49.0,1.0,0.0,0.0,7.0,1.0,184.0,44.1,36.0,2.0,14.0,3.0,28.0,18.0,12.0,1.13,3.46,41.0,金澤　健人,ソフトバンク,1.66,53.0,1.0,1.0,3.0,16.0,0.5,173.0,43.1,31.0,2.0,12.0,3.0,30.0,9.0,8.0,0.99,3.3,63.0,金澤　健人,ソフトバンク,2.89,38.0,1.0,1.0,0.0,1.0,0.5,201.0,46.2,40.0,3.0,18.0,3.0,30.0,18.0,15.0,1.24,4.02,173.0,金澤　健人,オリックス,4.70,5.0,0.0,0.0,0.0,0.0,0.0,36.0,7.2,10.0,2.0,3.0,1.0,5.0,4.0,4.0,1.70,6.77,金澤　健人
271,52.0,澤田　圭佑,オリックス,2.78,31.0,3.0,0.0,0.0,5.0,1.0,130.0,32.1,28.0,3.0,8.0,1.0,30.0,10.0,10.0,1.11,3.12,164.0,澤田　圭佑,オリックス,4.15,13.0,0.0,2.0,0.0,0.0,0.0,58.0,13.0,13.0,2.0,6.0,1.0,5.0,6.0,6.0,1.46,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,澤田　圭佑
272,309.0,山田　大樹,ヤクルト,15.88,2.0,0.0,1.0,0.0,0.0,0.0,33.0,5.2,10.0,2.0,4.0,1.0,3.0,11.0,10.0,2.47,9.30,133.0,山田　大樹,ソフトバンク,3.68,2.0,1.0,0.0,0.0,0.0,1.0,32.0,7.1,7.0,1.0,4.0,0.0,4.0,3.0,3.0,1.50,5.44,241.0,山田　大樹,ソフトバンク,5.93,4.0,1.0,1.0,0.0,0.0,0.5,63.0,13.2,17.0,1.0,8.0,1.0,9.0,9.0,9.0,1.83,4.73,,,,,,,,,,,,,,,,,,,,,,241.0,山田　大樹,ソフトバンク,5.40,1.0,0.0,1.0,0.0,0.0,0.0,26.0,5.0,5.0,0.0,6.0,0.0,0.0,3.0,3.0,2.20,6.72,205.0,山田　大樹,ソフトバンク,4.58,9.0,3.0,3.0,0.0,0.0,0.5,164.0,35.1,42.0,2.0,20.0,1.0,17.0,19.0,18.0,1.75,4.68,116.0,山田　大樹,ソフトバンク,2.78,24.0,8.0,10.0,0.0,0.0,0.444,623.0,148.2,129.0,10.0,57.0,9.0,83.0,51.0,46.0,1.25,4.21,119.0,山田　大樹,ソフトバンク,2.85,17.0,7.0,7.0,0.0,0.0,0.5,446.0,110.2,88.0,7.0,33.0,5.0,67.0,38.0,35.0,1.09,3.76,167.0,山田　大樹,ソフトバンク,4.60,13.0,4.0,4.0,0.0,0.0,0.5,266.0,58.2,59.0,6.0,33.0,7.0,44.0,33.0,30.0,1.57,5.00,,,,,,,,,,,,,,,,,,,,,,山田　大樹
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0,イ・デウン,ロッテ,7.2,3.0,0.0,0.0,0.0,1.0,0.0,25.0,5.0,6.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,7.92,174.0,イ・デウン,ロッテ,3.84,37.0,9.0,9.0,0.0,4.0,0.5,536.0,119.2,121.0,11.0,63.0,3.0,106.0,63.0,51.0,1.54,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,イ・デウン
274,262.0,近藤　弘樹,楽天,6.83,9.0,0.0,2.0,0.0,0.0,0.0,130.0,29.0,35.0,5.0,9.0,1.0,15.0,22.0,22.0,1.52,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,近藤　弘樹
275,125.0,鈴木　博志,中日,3.86,50.0,4.0,5.0,4.0,12.0,0.444,204.0,46.2,42.0,7.0,24.0,1.0,39.0,24.0,20.0,1.41,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鈴木　博志
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,朝井　秀樹,楽天,6.59,13.0,0.0,3.0,0.0,1.0,0.0,140.0,28.2,37.0,4.0,17.0,0.0,25.0,23.0,21.0,1.88,4.97,朝井　秀樹
277,,,,,,,,,,,,,,,,,,,,,,81.0,ルーキ,ヤクルト,2.97,61.0,4.0,6.0,7.0,22.0,0.4,257.0,60.2,54.0,6.0,19.0,2.0,70.0,24.0,20.0,1.20,3.04,109.0,ルーキ,ヤクルト,3.06,69.0,6.0,6.0,0.0,33.0,0.5,277.0,64.2,66.0,6.0,20.0,5.0,60.0,26.0,22.0,1.33,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ルーキ
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,ジェン,阪神,0.00,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.00,6.12,209.0,ジェン,阪神,5.46,13.0,1.0,1.0,0.0,0.0,0.5,137.0,31.1,39.0,4.0,6.0,0.0,18.0,20.0,19.0,1.44,4.21,ジェン
279,104.0,塩見　貴洋,楽天,3.56,11.0,2.0,3.0,0.0,0.0,0.4,278.0,68.1,71.0,8.0,8.0,2.0,53.0,30.0,27.0,1.16,3.53,149.0,塩見　貴洋,楽天,3.95,8.0,3.0,3.0,0.0,0.0,0.5,183.0,43.1,42.0,5.0,12.0,0.0,30.0,19.0,19.0,1.25,4.07,166.0,塩見　貴洋,楽天,3.89,24.0,8.0,10.0,0.0,0.0,0.444,610.0,148.0,145.0,14.0,37.0,3.0,111.0,67.0,64.0,1.23,3.64,153.0,塩見　貴洋,楽天,3.56,16.0,3.0,5.0,0.0,0.0,0.375,392.0,96.0,87.0,14.0,15.0,3.0,78.0,42.0,38.0,1.06,3.95,209.0,塩見　貴洋,楽天,4.71,21.0,8.0,7.0,0.0,0.0,0.5329999999999999,501.0,114.2,135.0,15.0,27.0,3.0,78.0,68.0,60.0,1.41,4.25,,,,,,,,,,,,,,,,,,,,,,185.0,塩見　貴洋,楽天,3.71,19.0,6.0,10.0,0.0,0.0,0.375,450.0,106.2,102.0,9.0,33.0,4.0,67.0,45.0,44.0,1.27,3.97,119.0,塩見　貴洋,楽天,2.85,24.0,9.0,9.0,0.0,0.0,0.5,638.0,154.2,144.0,14.0,34.0,2.0,113.0,53.0,49.0,1.15,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,塩見　貴洋
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,菊地　正法,中日,4.50,6.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,6.0,0.0,2.0,0.0,6.0,3.0,3.0,1.33,2.12,菊地　正法
281,,,,,,,,,,,,,,,,,,,,,,51.0,和田　毅,ソフトバンク,2.49,8.0,4.0,0.0,0.0,0.0,1.0,181.0,47.0,34.0,1.0,8.0,0.0,34.0,13.0,13.0,0.89,2.46,107.0,和田　毅,ソフトバンク,3.04,24.0,15.0,5.0,0.0,0.0,0.75,662.0,163.0,138.0,22.0,38.0,5.0,157.0,58.0,55.0,1.08,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,和田　毅,ソフトバンク,1.51,26.0,16.0,5.0,0.0,0.0,0.762,726.0,184.2,145.0,7.0,40.0,4.0,168.0,33.0,31.0,1.0,2.51,75.0,和田　毅,ソフトバンク,3.14,26.0,17.0,8.0,0.0,0.0,0.68,696.0,169.1,145.0,11.0,55.0,1.0,169.0,59.0,59.0,1.18,2.96,142.0,和田　毅,ソフトバンク,4.06,15.0,4.0,5.0,0.0,0.0,0.444,337.0,84.1,72.0,13.0,24.0,1.0,87.0,39.0,38.0,1.14,3.95,和田　毅
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,小山田　保裕,横浜,7.20,7.0,0.0,1.0,0.0,0.0,0.0,50.0,10.0,14.0,1.0,5.0,1.0,6.0,10.0,8.0,1.90,5.02,小山田　保裕
