,順位2018,選手名2018,チーム2018,防御率2018,試合2018,勝利2018,敗北2018,セlブ2018,ホlルド2018,勝率2018,打者2018,投球回2018,被安打2018,被本塁打2018,与四球2018,与死球2018,奪三振2018,失点2018,自責点2018,WHIP2018,DIPS2018,順位2017,選手名2017,チーム2017,防御率2017,試合2017,勝利2017,敗北2017,セlブ2017,ホlルド2017,勝率2017,打者2017,投球回2017,被安打2017,被本塁打2017,与四球2017,与死球2017,奪三振2017,失点2017,自責点2017,WHIP2017,DIPS2017,順位2016,選手名2016,チーム2016,防御率2016,試合2016,勝利2016,敗北2016,セlブ2016,ホlルド2016,勝率2016,打者2016,投球回2016,被安打2016,被本塁打2016,与四球2016,与死球2016,奪三振2016,失点2016,自責点2016,WHIP2016,DIPS2016,順位2015,選手名2015,チーム2015,防御率2015,試合2015,勝利2015,敗北2015,セlブ2015,ホlルド2015,勝率2015,打者2015,投球回2015,被安打2015,被本塁打2015,与四球2015,与死球2015,奪三振2015,失点2015,自責点2015,WHIP2015,DIPS2015,順位2014,選手名2014,チーム2014,防御率2014,試合2014,勝利2014,敗北2014,セlブ2014,ホlルド2014,勝率2014,打者2014,投球回2014,被安打2014,被本塁打2014,与四球2014,与死球2014,奪三振2014,失点2014,自責点2014,WHIP2014,DIPS2014,順位2013,選手名2013,チーム2013,防御率2013,試合2013,勝利2013,敗北2013,セlブ2013,ホlルド2013,勝率2013,打者2013,投球回2013,被安打2013,被本塁打2013,与四球2013,与死球2013,奪三振2013,失点2013,自責点2013,WHIP2013,DIPS2013,順位2012,選手名2012,チーム2012,防御率2012,試合2012,勝利2012,敗北2012,セlブ2012,ホlルド2012,勝率2012,打者2012,投球回2012,被安打2012,被本塁打2012,与四球2012,与死球2012,奪三振2012,失点2012,自責点2012,WHIP2012,DIPS2012,順位2011,選手名2011,チーム2011,防御率2011,試合2011,勝利2011,敗北2011,セlブ2011,ホlルド2011,勝率2011,打者2011,投球回2011,被安打2011,被本塁打2011,与四球2011,与死球2011,奪三振2011,失点2011,自責点2011,WHIP2011,DIPS2011,順位2010,選手名2010,チーム2010,防御率2010,試合2010,勝利2010,敗北2010,セlブ2010,ホlルド2010,勝率2010,打者2010,投球回2010,被安打2010,被本塁打2010,与四球2010,与死球2010,奪三振2010,失点2010,自責点2010,WHIP2010,DIPS2010,順位2009,選手名2009,チーム2009,防御率2009,試合2009,勝利2009,敗北2009,セlブ2009,ホlルド2009,勝率2009,打者2009,投球回2009,被安打2009,被本塁打2009,与四球2009,与死球2009,奪三振2009,失点2009,自責点2009,WHIP2009,DIPS2009,登録名
504,167.0,野村　祐輔,広島,4.38,15.0,6.0,3.0,0.0,0.0,0.667,384.0,90.1,101.0,9.0,20.0,2.0,46.0,48.0,44.0,1.34,4.13,73.0,野村　祐輔,広島,2.78,25.0,9.0,5.0,0.0,0.0,0.643,645.0,155.1,152.0,12.0,38.0,4.0,106.0,53.0,48.0,1.22,3.57,80.0,野村　祐輔,広島,2.71,25.0,16.0,3.0,0.0,0.0,0.8420000000000001,633.0,152.2,139.0,11.0,37.0,6.0,91.0,50.0,46.0,1.15,3.71,217.0,野村　祐輔,広島,4.64,15.0,5.0,8.0,0.0,0.0,0.385,384.0,87.1,110.0,11.0,23.0,3.0,51.0,53.0,45.0,1.52,4.48,183.0,野村　祐輔,広島,4.39,19.0,7.0,8.0,0.0,0.0,0.467,465.0,104.2,114.0,10.0,37.0,3.0,75.0,64.0,51.0,1.44,4.08,150.0,野村　祐輔,広島,3.74,23.0,12.0,6.0,0.0,0.0,0.667,620.0,149.1,142.0,13.0,37.0,7.0,103.0,70.0,62.0,1.20,3.74,67.0,野村　祐輔,広島,1.98,27.0,9.0,11.0,0.0,0.0,0.45,704.0,172.2,143.0,6.0,52.0,2.0,103.0,46.0,38.0,1.13,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,野村　祐輔
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,岩隈　久志,楽天,2.42,17.0,6.0,7.0,0.0,0.0,0.462,471.0,119.0,106.0,6.0,19.0,5.0,90.0,34.0,32.0,1.05,2.87,60.0,岩隈　久志,楽天,2.82,28.0,10.0,9.0,0.0,0.0,0.526,821.0,201.0,184.0,11.0,36.0,12.0,153.0,68.0,63.0,1.09,3.01,80.0,岩隈　久志,楽天,3.25,24.0,13.0,6.0,0.0,0.0,0.684,710.0,169.0,179.0,15.0,43.0,6.0,121.0,62.0,61.0,1.31,3.69,岩隈　久志
506,245.0,篠原　慎平,巨人,6.30,7.0,0.0,0.0,0.0,0.0,0.0,47.0,10.0,17.0,2.0,2.0,0.0,2.0,7.0,7.0,1.90,5.92,127.0,篠原　慎平,巨人,3.62,23.0,1.0,1.0,0.0,0.0,0.5,117.0,27.1,25.0,2.0,14.0,1.0,19.0,13.0,11.0,1.43,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,篠原　慎平
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,山崎　正貴,オリックス,20.25,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.1,3.0,0.0,2.0,0.0,1.0,3.0,3.0,3.75,6.12,,,,,,,,,,,,,,,,,,,,,,山崎　正貴
508,252.0,中村　祐太,広島,6.63,7.0,3.0,4.0,0.0,0.0,0.429,171.0,36.2,42.0,6.0,19.0,5.0,22.0,28.0,27.0,1.66,5.93,139.0,中村　祐太,広島,3.74,15.0,5.0,4.0,0.0,0.0,0.556,312.0,74.2,68.0,7.0,26.0,2.0,54.0,33.0,31.0,1.26,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中村　祐太
509,293.0,白村　明弘,日本ハム,9.64,3.0,0.0,0.0,0.0,0.0,0.0,23.0,4.2,8.0,1.0,1.0,0.0,4.0,6.0,5.0,1.93,4.83,180.0,白村　明弘,日本ハム,4.32,24.0,1.0,3.0,1.0,1.0,0.25,137.0,33.1,24.0,4.0,14.0,1.0,29.0,17.0,16.0,1.14,4.29,75.0,白村　明弘,日本ハム,2.63,22.0,3.0,1.0,0.0,1.0,0.75,101.0,24.0,20.0,3.0,14.0,1.0,19.0,7.0,7.0,1.42,5.04,38.0,白村　明弘,日本ハム,2.03,50.0,1.0,1.0,0.0,13.0,0.5,233.0,57.2,42.0,6.0,19.0,3.0,66.0,16.0,13.0,1.06,3.33,93.0,白村　明弘,日本ハム,3.27,10.0,1.0,0.0,1.0,0.0,1.0,49.0,11.0,9.0,1.0,6.0,1.0,10.0,4.0,4.0,1.36,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白村　明弘
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,吉川　輝昭,DeNA,7.43,21.0,2.0,2.0,0.0,2.0,0.5,132.0,26.2,39.0,7.0,15.0,0.0,13.0,23.0,22.0,2.03,7.13,239.0,吉川　輝昭,ソフトバンク,5.29,25.0,0.0,1.0,0.0,0.0,0.0,142.0,32.1,27.0,3.0,18.0,2.0,23.0,21.0,19.0,1.39,4.67,83.0,吉川　輝昭,ソフトバンク,2.41,40.0,0.0,0.0,0.0,6.0,0.0,141.0,37.1,26.0,3.0,5.0,0.0,23.0,11.0,10.0,0.83,3.33,68.0,吉川　輝昭,ソフトバンク,3.00,7.0,0.0,0.0,0.0,0.0,0.0,50.0,12.0,10.0,2.0,3.0,1.0,9.0,4.0,4.0,1.08,4.79,274.0,吉川　輝昭,横浜,11.57,10.0,0.0,3.0,0.0,0.0,0.0,100.0,18.2,34.0,4.0,10.0,0.0,10.0,27.0,24.0,2.36,6.28,吉川　輝昭
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,木村　文和,西武,8.56,11.0,0.0,4.0,0.0,0.0,0.0,134.0,27.1,37.0,5.0,17.0,1.0,25.0,28.0,26.0,1.98,5.64,木村　文和
512,77.0,森　唯斗,ソフトバンク,3.12,53.0,2.0,4.0,25.0,6.0,0.33299999999999996,208.0,49.0,42.0,5.0,18.0,2.0,54.0,18.0,17.0,1.22,3.41,148.0,森　唯斗,ソフトバンク,3.92,64.0,2.0,3.0,1.0,33.0,0.4,265.0,64.1,61.0,7.0,12.0,1.0,60.0,29.0,28.0,1.13,3.28,100.0,森　唯斗,ソフトバンク,2.98,56.0,4.0,3.0,1.0,14.0,0.5710000000000001,261.0,60.1,68.0,6.0,15.0,2.0,51.0,20.0,20.0,1.38,3.52,72.0,森　唯斗,ソフトバンク,2.69,55.0,5.0,2.0,0.0,16.0,0.7140000000000001,234.0,60.1,46.0,3.0,10.0,1.0,66.0,18.0,18.0,0.93,2.13,43.0,森　唯斗,ソフトバンク,2.33,58.0,4.0,1.0,0.0,20.0,0.8,247.0,65.2,47.0,1.0,15.0,1.0,54.0,17.0,17.0,0.94,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,森　唯斗
513,,,,,,,,,,,,,,,,,,,,,,247.0,桜井　俊貴,巨人,5.67,19.0,0.0,1.0,0.0,0.0,0.0,126.0,27.0,28.0,2.0,15.0,2.0,16.0,18.0,17.0,1.59,4.79,283.0,桜井　俊貴,巨人,8.31,1.0,0.0,1.0,0.0,0.0,0.0,23.0,4.1,9.0,0.0,1.0,1.0,5.0,4.0,4.0,2.31,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桜井　俊貴
514,122.0,石川　柊太,ソフトバンク,3.80,29.0,11.0,6.0,0.0,2.0,0.647,485.0,113.2,105.0,17.0,38.0,12.0,83.0,51.0,48.0,1.26,4.92,104.0,石川　柊太,ソフトバンク,3.29,34.0,8.0,3.0,0.0,1.0,0.727,409.0,98.1,69.0,11.0,50.0,7.0,99.0,38.0,36.0,1.21,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,石川　柊太
515,,,,,,,,,,,,,,,,,,,,,,1.0,綾部　翔,DeNA,0.00,1.0,1.0,0.0,0.0,0.0,1.0,21.0,5.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,1.20,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,綾部　翔
516,100.0,マルティネス,日本ハム,3.53,21.0,9.0,8.0,0.0,0.0,0.529,568.0,135.0,140.0,15.0,32.0,4.0,78.0,58.0,53.0,1.27,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マルティネス
517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,星野　智樹,楽天,12.71,11.0,0.0,1.0,0.0,0.0,0.0,32.0,5.2,8.0,1.0,6.0,1.0,4.0,10.0,8.0,2.47,7.71,288.0,星野　智樹,西武,10.80,6.0,0.0,0.0,0.0,0.0,0.0,19.0,3.1,7.0,0.0,2.0,0.0,4.0,4.0,4.0,2.70,1.62,104.0,星野　智樹,西武,2.66,37.0,0.0,0.0,0.0,9.0,0.0,88.0,20.1,21.0,0.0,9.0,0.0,20.0,7.0,6.0,1.48,2.48,276.0,星野　智樹,西武,8.10,27.0,0.0,0.0,0.0,8.0,0.0,63.0,13.1,14.0,0.0,8.0,2.0,10.0,12.0,12.0,1.65,3.87,143.0,星野　智樹,西武,4.08,62.0,1.0,1.0,1.0,22.0,0.5,152.0,35.1,34.0,4.0,14.0,5.0,25.0,17.0,16.0,1.36,4.62,星野　智樹
518,,,,,,,,,,,,,,,,,,,,,,196.0,コーク,オリックス,4.56,6.0,2.0,3.0,0.0,0.0,0.4,106.0,23.2,30.0,2.0,10.0,1.0,16.0,13.0,12.0,1.69,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,コーク
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,牛田　成樹,DeNA,6.43,5.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,10.0,1.0,5.0,0.0,10.0,5.0,5.0,2.14,4.26,170.0,牛田　成樹,横浜,3.69,45.0,2.0,1.0,0.0,19.0,0.667,188.0,46.1,37.0,7.0,16.0,0.0,61.0,21.0,19.0,1.14,3.42,12.0,牛田　成樹,横浜,1.21,41.0,2.0,1.0,0.0,23.0,0.667,213.0,52.0,28.0,4.0,28.0,1.0,69.0,9.0,7.0,1.08,3.08,272.0,牛田　成樹,横浜,10.50,4.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,9.0,1.0,2.0,2.0,10.0,8.0,7.0,1.83,3.95,牛田　成樹
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,スパイアー,楽天,4.6,30.0,1.0,4.0,8.0,3.0,0.2,123.0,29.1,29.0,3.0,7.0,3.0,27.0,16.0,15.0,1.23,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スパイアー
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0,神内　靖,DeNA,8.10,5.0,0.0,1.0,0.0,1.0,0.0,49.0,10.0,10.0,2.0,9.0,1.0,8.0,9.0,9.0,1.90,7.12,246.0,神内　靖,ソフトバンク,5.47,20.0,0.0,0.0,0.0,4.0,0.0,101.0,24.2,22.0,3.0,4.0,1.0,24.0,15.0,15.0,1.05,3.36,288.0,神内　靖,ソフトバンク,16.2,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.2,4.0,1.0,0.0,0.0,2.0,3.0,3.0,2.4,8.52,250.0,神内　靖,ソフトバンク,7.02,10.0,0.0,0.0,0.0,0.0,0.0,75.0,16.2,18.0,3.0,6.0,1.0,17.0,13.0,13.0,1.44,4.68,127.0,神内　靖,ソフトバンク,3.89,26.0,2.0,3.0,0.0,3.0,0.4,152.0,34.2,26.0,4.0,22.0,2.0,33.0,18.0,15.0,1.38,4.79,神内　靖
522,,,,,,,,,,,,,,,,,,,,,,1.0,竹安　大知,阪神,0.00,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹安　大知
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.0,相原　和友,楽天,45.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,4.0,0.0,1.0,5.0,5.0,9.0,13.12,1.0,相原　和友,楽天,0.00,2.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.33,3.45,66.0,相原　和友,楽天,2.79,17.0,0.0,0.0,0.0,0.0,0.0,91.0,19.1,23.0,0.0,11.0,1.0,5.0,6.0,6.0,1.76,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,相原　和友
524,227.0,中川　皓太,巨人,5.58,23.0,1.0,0.0,1.0,1.0,1.0,138.0,30.2,41.0,6.0,7.0,1.0,22.0,22.0,19.0,1.57,5.01,180.0,中川　皓太,巨人,4.32,18.0,0.0,0.0,0.0,0.0,0.0,107.0,25.0,28.0,2.0,4.0,2.0,19.0,12.0,12.0,1.28,3.36,318.0,中川　皓太,巨人,13.5,2.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,3.0,2.5,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中川　皓太
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,植村　祐介,日本ハム,3.75,9.0,1.0,0.0,0.0,0.0,1.0,51.0,12.0,8.0,1.0,7.0,1.0,12.0,5.0,5.0,1.25,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,植村　祐介,日本ハム,15.00,1.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,7.0,1.0,4.0,0.0,2.0,5.0,5.0,3.67,10.12,植村　祐介
526,36.0,岸田　護,オリックス,2.45,7.0,0.0,0.0,0.0,1.0,0.0,28.0,7.1,7.0,0.0,1.0,0.0,7.0,2.0,2.0,1.09,1.62,86.0,岸田　護,オリックス,3.00,4.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,5.0,1.0,3.0,1.0,4.0,2.0,2.0,1.33,5.95,278.0,岸田　護,オリックス,7.9,16.0,0.0,0.0,0.0,6.0,0.0,66.0,13.2,20.0,4.0,6.0,0.0,11.0,13.0,12.0,1.9,6.63,66.0,岸田　護,オリックス,2.56,50.0,4.0,3.0,0.0,15.0,0.5710000000000001,213.0,52.2,46.0,2.0,13.0,1.0,54.0,17.0,15.0,1.12,2.36,102.0,岸田　護,オリックス,3.36,55.0,4.0,3.0,0.0,12.0,0.5710000000000001,326.0,80.1,65.0,8.0,20.0,2.0,67.0,33.0,30.0,1.06,3.57,42.0,岸田　護,オリックス,2.12,37.0,3.0,2.0,0.0,11.0,0.6,191.0,46.2,43.0,3.0,7.0,0.0,53.0,16.0,11.0,1.07,2.13,91.0,岸田　護,オリックス,2.42,52.0,4.0,2.0,18.0,3.0,0.667,214.0,52.0,49.0,5.0,13.0,0.0,49.0,15.0,14.0,1.19,3.00,102.0,岸田　護,オリックス,2.61,68.0,5.0,6.0,33.0,0.0,0.455,289.0,69.0,66.0,5.0,15.0,1.0,74.0,23.0,20.0,1.17,2.48,87.0,岸田　護,オリックス,3.27,57.0,6.0,5.0,12.0,11.0,0.545,440.0,104.2,107.0,6.0,24.0,1.0,96.0,42.0,38.0,1.25,2.69,72.0,岸田　護,オリックス,3.10,19.0,10.0,4.0,0.0,0.0,0.7140000000000001,561.0,139.1,134.0,10.0,20.0,3.0,124.0,53.0,48.0,1.11,2.77,岸田　護
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,モルケン,日本ハム,3.68,5.0,0.0,0.0,0.0,0.0,0.0,34.0,7.1,9.0,1.0,2.0,1.0,5.0,4.0,3.0,1.50,4.76,159.0,モルケン,日本ハム,3.27,23.0,2.0,1.0,0.0,9.0,0.667,91.0,22.0,20.0,1.0,8.0,0.0,18.0,8.0,8.0,1.27,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,モルケン
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,土本　恭平,巨人,7.36,4.0,0.0,1.0,0.0,0.0,0.0,16.0,3.2,1.0,1.0,3.0,1.0,5.0,3.0,3.0,1.09,6.39,,,,,,,,,,,,,,,,,,,,,,土本　恭平
529,6.0,嘉弥真　新也,ソフトバンク,1.03,53.0,2.0,1.0,0.0,20.0,0.667,100.0,26.1,11.0,1.0,7.0,2.0,24.0,5.0,3.0,0.68,2.70,70.0,嘉弥真　新也,ソフトバンク,2.76,58.0,2.0,0.0,0.0,14.0,1.0,143.0,32.2,31.0,1.0,11.0,5.0,47.0,11.0,10.0,1.29,2.11,289.0,嘉弥真　新也,ソフトバンク,8.59,5.0,0.0,0.0,0.0,0.0,0.0,36.0,7.1,9.0,4.0,4.0,1.0,8.0,7.0,7.0,1.77,10.07,196.0,嘉弥真　新也,ソフトバンク,4.20,16.0,0.0,0.0,0.0,1.0,0.0,63.0,15.0,14.0,2.0,5.0,1.0,14.0,7.0,7.0,1.27,4.19,87.0,嘉弥真　新也,ソフトバンク,3.19,32.0,0.0,2.0,0.0,1.0,0.0,164.0,36.2,44.0,3.0,9.0,1.0,40.0,14.0,13.0,1.45,2.74,52.0,嘉弥真　新也,ソフトバンク,2.32,40.0,3.0,1.0,0.0,4.0,0.75,215.0,54.1,38.0,0.0,16.0,2.0,50.0,17.0,14.0,0.99,2.27,294.0,嘉弥真　新也,ソフトバンク,12.46,4.0,0.0,0.0,0.0,0.0,0.0,23.0,4.1,6.0,0.0,5.0,0.0,2.0,8.0,6.0,2.54,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉弥真　新也
530,,,,,,,,,,,,,,,,,,,,,,267.0,メンデス,阪神,6.52,8.0,0.0,0.0,0.0,1.0,0.0,45.0,9.2,12.0,1.0,3.0,1.0,9.0,9.0,7.0,1.55,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,メンデス
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,ブラッドリー,中日,3.71,14.0,2.0,2.0,0.0,2.0,0.5,233.0,53.1,61.0,4.0,16.0,2.0,22.0,24.0,22.0,1.44,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ブラッドリー
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,三井　浩二,西武,6.23,19.0,0.0,1.0,0.0,5.0,0.0,55.0,13.0,12.0,4.0,3.0,0.0,7.0,9.0,9.0,1.15,6.74,三井　浩二
533,96.0,砂田　毅樹,DeNA,3.48,56.0,0.0,1.0,0.0,18.0,0.0,194.0,44.0,38.0,1.0,21.0,4.0,35.0,18.0,17.0,1.34,3.19,161.0,砂田　毅樹,DeNA,4.12,62.0,1.0,2.0,0.0,25.0,0.33299999999999996,236.0,54.2,54.0,5.0,13.0,3.0,49.0,25.0,25.0,1.23,3.34,157.0,砂田　毅樹,DeNA,3.78,17.0,2.0,2.0,0.0,0.0,0.5,237.0,52.1,64.0,5.0,18.0,2.0,34.0,26.0,22.0,1.57,4.15,121.0,砂田　毅樹,DeNA,3.20,14.0,3.0,5.0,0.0,0.0,0.375,335.0,76.0,85.0,5.0,28.0,2.0,57.0,34.0,27.0,1.49,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,砂田　毅樹
